JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2445168.0375,4.730,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0375,4.730,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0389,4.728,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0389,4.728,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0403,4.727,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0403,4.727,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0417,4.726,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0417,4.726,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0431,4.723,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0431,4.723,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0444,4.722,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0444,4.722,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0458,4.719,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0458,4.719,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0472,4.718,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0472,4.718,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0486,4.717,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0486,4.717,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0500,4.712,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0500,4.712,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0514,4.710,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0514,4.710,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0625,4.710,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0625,4.710,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0639,4.711,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0639,4.711,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0653,4.707,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0653,4.707,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0681,4.684,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0681,4.684,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0694,4.679,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0694,4.679,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0708,4.676,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0708,4.676,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0736,4.683,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0736,4.683,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0757,4.680,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0757,4.680,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0771,4.671,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0771,4.671,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0785,4.663,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0785,4.663,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0868,4.652,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0868,4.652,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0882,4.655,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0882,4.655,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0903,4.662,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0903,4.662,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0917,4.664,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0917,4.664,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0951,4.678,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.0951,4.678,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.1042,4.651,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.1042,4.651,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.1056,4.649,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.1056,4.649,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.1069,4.647,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
